report_number,accident_year,accident_date,operator_id,operator_name,pipeline_location,pipeline_type,liquid_type,accident_city,accident_county,accident_state,accident_latitude,accident_longitude,cause_category,unintentional_release,intentional_release,liquid_recover,net_loss,liquid_ignition,liquid_explosion,pipeline_shutdown,public_evacuations,all_injuries,all_fatalities,property_damage_costs,lost_commodity_costs,public_private_property_damage_costs,emergency_response_costs,environmental_remediation_costs,other_costs,all_costs,close_time
20150141,2015,2015-03-14T10:05:00Z,39440,DOUBLE H,ONSHORE,ABOVEGROUND,CRUDE OIL,NA,PLATT,WY,42.226368,-104.717467,EXCAVATION DAMAGE,0.3,NA,0.3,0,NO,NO,YES,0,0,0,1350,10,0,1000,500,0,2860,1920
20150140,2015,2015-03-14T10:45:00Z,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,UNDERGROUND,CRUDE OIL,CLEARBROOK,CLEARWATER,MN,47.689461,-95.409416,NATURAL FORCE DAMAGE,0.24,NA,0.24,0,NO,NO,YES,0,0,0,89815,12,0,2835,15000,0,107662,530
20150131,2015,2015-03-15T12:15:00Z,31476,ROSE ROCK MIDSTREAM L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,NA,PAYNE,OK,36.0146585,-96.755643,MATERIAL/WELD/EQUIP FAILURE,0.2,NA,0,0.2,NO,NO,NO,0,0,0,3000,50,0,2500,0,0,5550,0
20150115,2015,2015-03-15T21:20:00Z,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LINCOLN,LEE COUNTY,TX,30.315859,-97.012587,MATERIAL/WELD/EQUIP FAILURE,0.1,36.3,0,0.1,NO,NO,YES,0,0,0,230000,50,0,0,0,0,230050,465
20150116,2015,2015-03-16T15:17:00Z,1845,"BUCKEYE PARTNERS, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",WALBRIDGE,WOOD,OH,41.532684,-83.493076,MATERIAL/WELD/EQUIP FAILURE,0.6,NA,0.6,0,NO,NO,NO,0,0,0,17246,42,0,13657,0,0,30945,0
20150136,2015,2015-03-16T15:20:00Z,32147,MARATHON PIPE LINE LLC,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GRIFFITH,LAKE,IN,41.508897,-87.446008,MATERIAL/WELD/EQUIP FAILURE,2,NA,2,0,NO,NO,NO,0,0,0,2000,150,0,1000,0,0,3150,0
20150104,2015,2015-03-16T16:26:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,TANK,CRUDE OIL,SEALY,AUSTIN,TX,29.7632,-96.14942,MATERIAL/WELD/EQUIP FAILURE,1.5,NA,1.5,0,NO,NO,NO,0,0,0,3250,85,0,0,0,0,3335,0
20150143,2015,2015-03-17T11:00:00Z,4906,EXXONMOBIL PIPELINE CO,ONSHORE,ABOVEGROUND,CRUDE OIL,NA,SAINT JAMES,LA,30.006233,-90.857162,INCORRECT OPERATION,0.71,NA,0.71,0,NO,NO,NO,0,0,0,0,0,0,1000,0,0,1000,0
20150139,2015,2015-03-18T22:00:00Z,32147,MARATHON PIPE LINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,WESSON,COPIAH,MS,31.648653,-90.594702,CORROSION,80,NA,52,28,NO,NO,YES,0,0,0,120000,4200,0,830000,1000000,0,1954200,3279
20150137,2015,2015-03-20T01:40:00Z,32147,MARATHON PIPE LINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,WESSON,COPIAH,MS,31.648653,-90.594702,INCORRECT OPERATION,0.5,NA,0.5,0,NO,NO,NO,0,0,0,0,25,0,5000,0,0,5025,0
20150142,2015,2015-03-20T13:52:00Z,32080,"CCPS TRANSPORTATION, LLC",ONSHORE,ABOVEGROUND,CRUDE OIL,PONTIAC,LIVINGSTON,IL,40.944856,-88.644669,MATERIAL/WELD/EQUIP FAILURE,0.95,NA,0.95,0,NO,NO,YES,0,0,0,12000,52,0,11000,0,0,23052,195
20150154,2015,2015-03-22T12:00:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,TANK,CRUDE OIL,CUSHING,PAYNE,OK,35.986205,-96.745943,MATERIAL/WELD/EQUIP FAILURE,8,NA,8,0,NO,NO,NO,0,0,0,3000,0,0,500,500,0,4000,0
20150144,2015,2015-03-22T15:54:00Z,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LUFKIN,ANGELINA,TX,31.436508,-94.759262,MATERIAL/WELD/EQUIP FAILURE,3,0,0,3,NO,NO,NO,0,0,0,0,150,0,0,0,0,150,0
20150148,2015,2015-03-24T05:15:00Z,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LINDEN,UNION,NJ,40.609164,-74.239114,MATERIAL/WELD/EQUIP FAILURE,0.21,NA,0.21,0,NO,NO,YES,0,0,0,2500,15,0,2000,0,0,4515,4687
20160352,2015,2015-03-24T08:30:00Z,32537,WYOMING PIPELINE COMPANY,ONSHORE,ABOVEGROUND,CRUDE OIL,NA,WESTON COUNTY,WY,43.791797,-104.414824,CORROSION,0.5,NA,0.5,0,NO,NO,NO,0,0,0,300,25,0,200,200,0,725,0
20150138,2015,2015-03-24T10:40:00Z,32147,MARATHON PIPE LINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,BROWNSVILLE,HAYWOOD COUNTY,TN,35.551979,-89.43181,MATERIAL/WELD/EQUIP FAILURE,0.5,NA,0.5,0,NO,NO,YES,0,0,0,200,25,0,20000,0,0,20225,347
20150151,2015,2015-03-26T08:41:00Z,31684,PHILLIPS 66 PIPELINE LLC,ONSHORE,TANK,CRUDE OIL,NEDERLAND,JEFFERSON,TX,29.9912,-93.990804,MATERIAL/WELD/EQUIP FAILURE,0.26,NA,0.26,0,NO,NO,NO,0,0,0,3400,20,0,14970,0,0,18390,0
20150145,2015,2015-03-26T09:02:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",ASTON,DELAWARE,PA,39.84515,-75.4202,MATERIAL/WELD/EQUIP FAILURE,0.4,NA,0.4,0,NO,NO,YES,0,0,0,500,30,0,3000,0,0,3530,209
20150146,2015,2015-03-26T10:00:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,TANK,CRUDE OIL,WHEELER,WHEELER,TX,35.449592,-100.105372,MATERIAL/WELD/EQUIP FAILURE,0.85,NA,0.75,0.1,NO,NO,NO,0,0,0,0,5,0,1545,1000,0,2550,0
20150152,2015,2015-03-28T03:05:00Z,2552,COLONIAL PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA,HARRIS,TX,29.71897,-95.1793,MATERIAL/WELD/EQUIP FAILURE,2.4,NA,2.4,0,NO,NO,YES,0,0,0,0,306,0,34694,0,0,35000,200
20150149,2015,2015-03-29T20:15:00Z,31618,ENTERPRISE PRODUCTS OPERATING LLC,OFFSHORE,NA,CRUDE OIL,NA,NA,NA,28.10406,-90.79237,MATERIAL/WELD/EQUIP FAILURE,1.4,NA,1.4,0,NO,NO,NO,0,0,0,0,70,25,0,0,0,95,0
20150155,2015,2015-03-30T17:52:00Z,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NA,JEFFERSON,KS,39.37571,-95.26018,MATERIAL/WELD/EQUIP FAILURE,5,NA,5,0,NO,NO,NO,0,0,0,130000,0,0,7000,5000,0,142000,0
20150156,2015,2015-04-01T08:10:00Z,32109,"ONEOK NGL PIPELINE, LLC",ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",NA,GRANT,OK,36.774347,-97.756557,MATERIAL/WELD/EQUIP FAILURE,4.4,0,0,4.4,NO,NO,YES,0,0,0,1500,190,0,0,0,0,1690,20
20150147,2015,2015-04-01T10:00:00Z,31684,PHILLIPS 66 PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,LOST HILLS,KERN,CA,35.500176,-119.811758,MATERIAL/WELD/EQUIP FAILURE,1.66,NA,1.66,0,NO,NO,YES,0,0,0,500,85,0,7000,0,0,7585,0
20150157,2015,2015-04-02T17:23:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,COMANCHE,STEPHENS,OK,34.333794,-98.06368,MATERIAL/WELD/EQUIP FAILURE,8,NA,8,0,NO,NO,YES,0,0,0,100,318,0,5000,200,0,5618,1128
20150162,2015,2015-04-06T08:40:00Z,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,ABOVEGROUND,CRUDE OIL,HOUSTON,HARRIS,TX,29.79064,-95.2821,INCORRECT OPERATION,2.38,NA,2.38,0,NO,NO,NO,0,0,0,0,100,0,1600,5000,0,6700,0
20150159,2015,2015-04-06T16:20:00Z,9175,JAYHAWK PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,NA,NESS,KS,38.6092,-100.048101,MATERIAL/WELD/EQUIP FAILURE,0.38,NA,0.23,0.15,NO,NO,YES,0,0,0,16000,7,0,2500,250,0,18757,1477
20150150,2015,2015-04-06T18:00:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,HOUSTON,HARRIS,TX,29.747986,-95.129617,MATERIAL/WELD/EQUIP FAILURE,3,NA,3,0,NO,NO,NO,0,0,0,900,150,0,0,0,0,1050,0
20160148,2015,2015-04-08T10:10:00Z,30782,HARVEST PIPELINE COMPANY,ONSHORE,UNDERGROUND,CRUDE OIL,NONE,MCMULLEN,TX,28.4601,-98.44885,CORROSION,400,NA,210,190,NO,NO,YES,0,0,0,15000,20000,0,5000,500000,0,540000,714
20150158,2015,2015-04-08T15:50:00Z,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,HOUMA,TERREBONNE,LA,29.6218722,-90.68983889,INCORRECT OPERATION,0.36,NA,0.36,0,NO,NO,NO,0,0,0,2500,0,0,2500,0,0,5000,0
20150166,2015,2015-04-08T15:50:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,HOUSTON,HARRIS,TX,29.610094,-95.181228,INCORRECT OPERATION,1,NA,1,0,NO,NO,YES,0,0,0,40000,50,0,0,0,0,40050,60
20150165,2015,2015-04-10T08:30:00Z,22855,"KOCH PIPELINE COMPANY, L.P.",ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",HOUSTON,HARRIS,TX,29.705369,-95.249282,MATERIAL/WELD/EQUIP FAILURE,0.79,0,0,0.79,NO,NO,NO,0,0,0,0,50,0,53663,0,0,53713,0
20150167,2015,2015-04-10T12:00:00Z,4805,EXPLORER PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OWENSVILLE,GASCONADE,MO,38.264829,-91.503997,MATERIAL/WELD/EQUIP FAILURE,4.48,NA,4.48,0,NO,NO,YES,0,0,0,25000,150,0,75000,200000,0,300150,743
20150163,2015,2015-04-10T15:05:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GLEN MILLS,DELAWARE,PA,39.94024,-75.4799,CORROSION,0.4,NA,0.4,0,NO,NO,YES,0,0,0,30000,24,46550,100000,75000,240000,491574,2022
20150164,2015,2015-04-11T13:51:00Z,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MONT BELVIEU,CHAMBERS COUNTY,TX,29.862472,-94.905644,CORROSION,5,2000,0,5,NO,NO,YES,0,0,0,80000,200,0,0,0,0,80200,4892
20150172,2015,2015-04-12T12:25:00Z,2552,COLONIAL PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",FOUNTAIN INN,LAURENS,SC,34.753426,-82.150528,MATERIAL/WELD/EQUIP FAILURE,62.9,NA,62.9,0,NO,NO,YES,0,0,0,150000,6000,0,945000,650000,200000,1951000,2306
20150170,2015,2015-04-12T14:35:00Z,2552,COLONIAL PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BALTIMORE,BALTIMORE CITY,MD,39.230426,-76.573994,MATERIAL/WELD/EQUIP FAILURE,0.36,NA,0.36,0,NO,NO,YES,0,0,0,1000,2,0,0,2500,0,3502,69
20150161,2015,2015-04-15T06:08:00Z,31574,"WESTERN REFINING PIPELINE, LLC",ONSHORE,ABOVEGROUND,CRUDE OIL,NA,EDDY COUNTY,NM,32.062707,-103.881937,INCORRECT OPERATION,50,NA,50,0,NO,NO,YES,0,0,0,0,1519,0,15000,93000,0,109519,29090
20150173,2015,2015-04-15T07:45:00Z,4805,EXPLORER PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",AFTON,DELAWARE,OK,36.64234919,-94.9731575,MATERIAL/WELD/EQUIP FAILURE,0.26,NA,0.26,0,NO,NO,NO,0,0,0,5400,35,0,10000,2700,0,18135,0
20150153,2015,2015-04-15T08:10:00Z,26149,ALYESKA PIPELINE SERVICE CO,ONSHORE,ABOVEGROUND,CRUDE OIL,DEADHORSE,Not Within a County or Parish,AK,70.257147,-148.621973,MATERIAL/WELD/EQUIP FAILURE,4.31,NA,4.31,0,NO,NO,NO,0,0,0,10376,0,0,30775,0,0,41151,0
20150171,2015,2015-04-16T07:45:00Z,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",NA,HARRIS,TX,29.57863,-95.017273,INCORRECT OPERATION,2.3,0,0,2.3,NO,NO,NO,0,0,0,0,100,0,0,0,0,100,0
20150181,2015,2015-04-17T03:30:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,BAKERSFIELD,KERN,CA,35.019746,-119.06454,MATERIAL/WELD/EQUIP FAILURE,0.95,NA,0.95,0,NO,NO,YES,0,0,0,20,50,0,5000,0,0,5070,442
20150180,2015,2015-04-17T06:48:00Z,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",NA,ACADIA PARISH,LA,30.16,-92.55346,MATERIAL/WELD/EQUIP FAILURE,2535,0,0,2535,NO,NO,YES,37,0,0,83000,55000,0,0,0,32000,170000,1842
20150160,2015,2015-04-17T14:30:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,MIDLAND,MIDLAND,TX,32.0079,-102.2379,MATERIAL/WELD/EQUIP FAILURE,0.4,NA,0.4,0,NO,NO,NO,0,0,0,2850,0,0,0,0,0,2850,0
20150184,2015,2015-04-20T07:30:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SINKING SPRINGS,BERKS,PA,40.318604,-76.031436,INCORRECT OPERATION,0.3,NA,0.3,0,NO,NO,NO,0,0,0,0,30,0,500,0,0,530,0
20150177,2015,2015-04-20T16:40:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,HOUSTON,HARRIS,TX,29.748201,-95.128672,INCORRECT OPERATION,4,NA,4,0,NO,NO,YES,0,0,0,40500,200,0,0,0,0,40700,5
20150186,2015,2015-04-20T17:05:00Z,4805,EXPLORER PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",HALFWAY,POLK,MO,37.50301661,-93.27968075,MATERIAL/WELD/EQUIP FAILURE,0.62,NA,0.62,0,NO,NO,YES,0,0,0,500,80,0,10000,6000,0,16580,7
20150188,2015,2015-04-22T08:20:00Z,31720,"EXPRESS HOLDINGS (USA), LLC",ONSHORE,ABOVEGROUND,CRUDE OIL,CASPER,NATRONA,WY,42.864441,-106.408738,MATERIAL/WELD/EQUIP FAILURE,0.2,NA,0.2,0,NO,NO,NO,0,0,0,7850,15,0,1500,0,0,9365,0
20150185,2015,2015-04-23T07:00:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,JACKSBORO,JACK,TX,33.139575,-98.121511,MATERIAL/WELD/EQUIP FAILURE,0.5,NA,0.5,0,NO,NO,YES,0,0,0,924,0,0,0,0,0,924,244
20150191,2015,2015-04-23T10:10:00Z,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,ABOVEGROUND,CRUDE OIL,CLEARBROOK,CLEARWATER,MN,47.6899,-95.41192,MATERIAL/WELD/EQUIP FAILURE,10,NA,10,0,NO,NO,YES,0,0,0,32238,580,0,1458,75648,0,109924,446
20150190,2015,2015-04-23T11:55:00Z,31957,KINDER MORGAN WINK PIPELINE LP,ONSHORE,ABOVEGROUND,CRUDE OIL,ORLA,REEVES,TX,31.8029,-103.81378,MATERIAL/WELD/EQUIP FAILURE,0.45,NA,0,0.45,NO,NO,YES,0,0,0,1500,0,0,1000,1500,0,4000,255
20150183,2015,2015-04-25T09:45:00Z,31684,PHILLIPS 66 PIPELINE LLC,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",WICHITA,SEDGWICK,KS,37.761305,-97.307781,CORROSION,0.71,NA,0.71,0,NO,NO,YES,0,0,0,500,75,0,1500,3000,0,5075,50
20150187,2015,2015-04-25T18:30:00Z,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,TANK,CRUDE OIL,HOUSTON,HARRIS,TX,29.79733,-95.2787,MATERIAL/WELD/EQUIP FAILURE,10,NA,10,0,NO,NO,NO,0,0,0,3000,30,0,200,15000,0,18230,0
20150182,2015,2015-04-25T21:47:00Z,39145,ENBRIDGE STORAGE (CUSHING) L.L.C.,ONSHORE,ABOVEGROUND,CRUDE OIL,CUSHING,PAYNE,OK,35.945098,-96.760237,MATERIAL/WELD/EQUIP FAILURE,0.24,NA,0.24,0,NO,NO,NO,0,0,0,1000,15,0,3200,2000,0,6215,0
20150174,2015,2015-04-26T19:55:00Z,2552,COLONIAL PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",WILLIAMSBURG,JAMES CITY,VA,37.202167,-76.605211,MATERIAL/WELD/EQUIP FAILURE,1.43,NA,1.38,0.05,NO,NO,YES,0,0,0,50,215,0,15500,10000,0,25765,830
20150193,2015,2015-04-27T07:38:00Z,2552,COLONIAL PIPELINE CO,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GREENSBORO,GUILFORD,NC,36.0724,-79.94037,MATERIAL/WELD/EQUIP FAILURE,0.45,NA,0.45,0,NO,NO,NO,0,0,0,5000,40,0,5000,500,0,10540,0
20150192,2015,2015-04-27T07:40:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,DENVER CITY,YOAKUM,TX,32.99376,-102.790301,MATERIAL/WELD/EQUIP FAILURE,25,NA,25,0,NO,NO,NO,0,0,0,100,275,0,320,39000,0,39695,0
20150176,2015,2015-04-27T13:55:00Z,32147,MARATHON PIPE LINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,VERNON,MARION,IL,38.793803,-89.082089,MATERIAL/WELD/EQUIP FAILURE,4,NA,4,0,NO,NO,YES,0,0,0,45000,230,0,60000,0,0,105230,1553
20150189,2015,2015-04-29T09:00:00Z,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GLENPOOL,TULSA,OK,35.97974,-96.00985,INCORRECT OPERATION,0.1,NA,0.1,0,NO,NO,NO,0,0,0,0,0,0,500,0,4500,5000,0
20150225,2015,2015-04-29T11:00:00Z,99043,PETROLEUM FUEL AND TERMINAL COMPANY,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BALTIMORE,Not Within a County or Parish,MD,39.305031,-76.557206,MATERIAL/WELD/EQUIP FAILURE,0.24,NA,0.24,0,NO,NO,NO,0,0,0,136851,29,0,0,695,0,137575,0
20150175,2015,2015-04-29T11:10:00Z,32147,MARATHON PIPE LINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,WALTONVILLE,JEFFERSON,IL,38.264304,-89.02108,MATERIAL/WELD/EQUIP FAILURE,0.6,NA,0.6,0,NO,NO,NO,0,0,0,1000,40,0,30000,0,0,31040,0
20150195,2015,2015-04-29T11:35:00Z,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",COSBY,ANDREW,MO,39.86216,-94.695103,INCORRECT OPERATION,0.24,NA,0.24,0,NO,NO,YES,0,0,0,0,30,0,5000,1000,0,6030,514
20150179,2015,2015-04-29T17:15:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,HOUSTON,HARRIS,TX,29.748058,-95.128737,MATERIAL/WELD/EQUIP FAILURE,2,NA,2,0,NO,NO,NO,0,0,0,45000,100,0,0,0,0,45100,0
20150194,2015,2015-05-02T12:30:00Z,32678,KINDER MORGAN CRUDE AND CONDENSATE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,SMILEY,GONZALEZ,TX,29.214284,-97.518923,MATERIAL/WELD/EQUIP FAILURE,0.48,NA,0.48,0,NO,NO,NO,0,0,0,0,29,0,2561,0,0,2590,0
20150199,2015,2015-05-03T16:00:00Z,31684,PHILLIPS 66 PIPELINE LLC,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SHERIDAN,SHERIDAN,WY,44.66547,-106.90261,MATERIAL/WELD/EQUIP FAILURE,3.7,NA,3.7,0,NO,NO,YES,0,0,0,1000,294,0,0,18270,2074,21638,450
20150200,2015,2015-05-04T04:11:00Z,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",EL DORADO,BUTLER,KS,37.8041,-96.8716,CORROSION,1861,NA,1773,88,NO,NO,YES,0,0,0,20000,98528,120000,2462404,0,0,2700932,25284
20150206,2015,2015-05-04T11:30:00Z,31663,NAVAJO NATION OIL AND GAS COMPANY,ONSHORE,ABOVEGROUND,CRUDE OIL,NA,SAN JUAN,NM,36.715463,-108.496528,MATERIAL/WELD/EQUIP FAILURE,100,NA,100,0,NO,NO,YES,0,0,0,500,6000,1000,12000,36000,0,55500,1765
20150198,2015,2015-05-04T13:47:00Z,31672,"CHAPARRAL ENERGY, LLC",ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),NA,OSAGE,OK,36.827669,-96.475662,CORROSION,4.5,1033,0,4.5,NO,NO,YES,0,0,0,12000,25,0,0,0,0,12025,3366
20150196,2015,2015-05-06T14:45:00Z,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PORT ARTHUR,JEFFERSON,TX,29.88604163,-93.99349166,MATERIAL/WELD/EQUIP FAILURE,0.12,NA,0.12,0,NO,NO,NO,0,0,0,250,0,0,3000,0,0,3250,0
20150178,2015,2015-05-07T09:00:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,TANK,CRUDE OIL,YOAKAM,LAVACA,TX,29.193322,-96.985528,INCORRECT OPERATION,0.2,NA,0.2,0,NO,NO,NO,0,0,0,2500,50,0,0,0,0,2550,0
20150201,2015,2015-05-08T14:00:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",DAYTON,LIBERTY,TX,30.05777,-94.97769,CORROSION,3,NA,0,3,NO,NO,NO,0,0,0,25000,315,58000,8000,432824,0,524139,0
20150205,2015,2015-05-08T18:40:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,HOUSTON,HARRIS,TX,29.748169,-95.130194,MATERIAL/WELD/EQUIP FAILURE,0.4,NA,0.4,0,NO,NO,YES,0,0,0,44400,50,0,0,0,0,44450,80
20150207,2015,2015-05-08T19:00:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,WICHITA FALLS,WICHITA FALLS,TX,33.91446,-98.48781,NATURAL FORCE DAMAGE,4,NA,4,0,NO,NO,NO,0,0,0,8000,180,0,0,0,0,8180,0
20150202,2015,2015-05-09T14:00:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,HOUSTON,HARRIS,TX,29.74799,-95.12934,CORROSION,0.2,NA,0.2,0,NO,NO,YES,0,0,0,11300,30,0,0,0,0,11330,110
20150209,2015,2015-05-10T06:30:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,TANK,CRUDE OIL,NOCONA,MONTAGUE,TX,33.923263,-97.720868,INCORRECT OPERATION,445,NA,445,0,NO,NO,NO,0,0,0,14790,0,0,0,0,0,14790,0
20150218,2015,2015-05-11T05:30:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,TANK,CRUDE OIL,CORSICANA,NAVARRO,TX,32.0711,-96.47409,NATURAL FORCE DAMAGE,650,NA,630,20,NO,NO,NO,0,0,0,2030000,1110,0,60000,121712,0,2212822,0
20150210,2015,2015-05-11T10:30:00Z,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",CORPUS CHRISTI,NUECES,TX,27.80113016,-97.45456557,MATERIAL/WELD/EQUIP FAILURE,0.1,0,0,0.1,NO,NO,NO,0,0,0,86000,0,0,0,0,0,86000,0
20150219,2015,2015-05-12T09:14:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,TANK,CRUDE OIL,WORTHAM,FREESTON,TX,31.77339,-96.40109,NATURAL FORCE DAMAGE,0.1,NA,0,0.1,YES,NO,NO,0,0,0,19000,0,0,0,0,0,19000,0
20150217,2015,2015-05-13T08:29:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,WICHITA FALLS,WICHITA FALLS,TX,33.91446,-98.48781,OTHER OUTSIDE FORCE DAMAGE,1,NA,1,0,NO,NO,NO,0,0,0,0,57,0,3437,0,0,3494,0
20150220,2015,2015-05-14T15:08:00Z,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PERTH AMBOY,MIDDLESEX,NJ,40.535833,-74.256944,MATERIAL/WELD/EQUIP FAILURE,0.59,NA,0.59,0,NO,NO,NO,0,0,0,1000,75,0,2000,0,0,3075,0
